phase,train_fractions_nested,shot_id,target_time,sample_id
train,100 50 25,11775,0.2349999999999999,11775_t0.235_real
train,100 50 25,11775,0.245,11775_t0.245_real
train,100 50 25,11775,0.255,11775_t0.255_real
train,100 50 25,11775,0.25,11775_t0.25_real
train,100 50 25,11775,0.265,11775_t0.265_real
train,100 50 25,11775,0.26,11775_t0.26_real
train,100 50 25,11775,0.2849999999999999,11775_t0.285_real
train,100 50 25,11775,0.28,11775_t0.28_real
train,100 50 25,11775,0.2949999999999999,11775_t0.295_real
train,100 50 25,11775,0.2899999999999999,11775_t0.29_real
train,100 50 25,11775,0.3049999999999999,11775_t0.305_real
train,100 50 25,11775,0.2999999999999999,11775_t0.3_real
train,100,11776,0.0449999999999999,11776_t0.045_real
train,100,11776,0.055,11776_t0.055_real
train,100,11776,0.05,11776_t0.05_real
train,100,11776,0.065,11776_t0.065_real
train,100,11776,0.0599999999999999,11776_t0.06_real
train,100,11776,0.105,11776_t0.105_real
train,100,11776,0.1449999999999999,11776_t0.145_real
train,100,11776,0.195,11776_t0.195_real
train,100,11776,0.215,11776_t0.215_real
train,100,11776,0.225,11776_t0.225_real
train,100,11776,0.2349999999999999,11776_t0.235_real
train,100,11776,0.23,11776_t0.23_real
train,100,11776,0.265,11776_t0.265_real
train,100,11776,0.26,11776_t0.26_real
train,100,11776,0.27,11776_t0.27_real
train,100,11776,0.28,11776_t0.28_real
train,100,11776,0.2,11776_t0.2_real
train,100,11777,0.05,11777_t0.05_real
train,100,11777,0.0599999999999999,11777_t0.06_real
train,100,11777,0.07,11777_t0.07_real
train,100,11777,0.155,11777_t0.155_real
train,100,11777,0.25,11777_t0.25_real
train,100,11777,0.26,11777_t0.26_real
train,100,11777,0.275,11777_t0.275_real
train,100,11777,0.27,11777_t0.27_real
train,100,11777,0.2849999999999999,11777_t0.285_real
train,100,11777,0.28,11777_t0.28_real
train,100,11777,0.2949999999999999,11777_t0.295_real
train,100,11777,0.2899999999999999,11777_t0.29_real
train,100,11777,0.2999999999999999,11777_t0.3_real
train,100,11779,0.055,11779_t0.055_real
train,100,11779,0.05,11779_t0.05_real
train,100,11779,0.065,11779_t0.065_real
train,100,11779,0.07,11779_t0.07_real
train,100,11779,0.105,11779_t0.105_real
train,100,11779,0.11,11779_t0.11_real
train,100,11779,0.245,11779_t0.245_real
train,100,11779,0.2399999999999999,11779_t0.24_real
train,100,11779,0.25,11779_t0.25_real
train,100,11779,0.265,11779_t0.265_real
train,100,11779,0.26,11779_t0.26_real
train,100,11779,0.2849999999999999,11779_t0.285_real
train,100,11779,0.28,11779_t0.28_real
train,100,11779,0.2949999999999999,11779_t0.295_real
train,100,11779,0.2899999999999999,11779_t0.29_real
train,100,11779,0.3049999999999999,11779_t0.305_real
train,100,11779,0.31,11779_t0.31_real
train,100,11779,0.2999999999999999,11779_t0.3_real
train,100,11780,0.08,11780_t0.08_real
train,100,11780,0.105,11780_t0.105_real
train,100,11780,0.12,11780_t0.12_real
train,100,11780,0.14,11780_t0.14_real
train,100,11780,0.2349999999999999,11780_t0.235_real
train,100,11780,0.245,11780_t0.245_real
train,100,11780,0.2399999999999999,11780_t0.24_real
train,100,11780,0.265,11780_t0.265_real
train,100,11780,0.275,11780_t0.275_real
train,100,11780,0.2849999999999999,11780_t0.285_real
train,100,11780,0.28,11780_t0.28_real
train,100,11780,0.2949999999999999,11780_t0.295_real
train,100,11780,0.2899999999999999,11780_t0.29_real
train,100,11780,0.3049999999999999,11780_t0.305_real
train,100,11780,0.2999999999999999,11780_t0.3_real
train,100 50 25,11789,0.0449999999999999,11789_t0.045_real
train,100 50 25,11789,0.055,11789_t0.055_real
train,100 50 25,11789,0.05,11789_t0.05_real
train,100 50 25,11789,0.065,11789_t0.065_real
train,100 50 25,11789,0.07,11789_t0.07_real
train,100 50 25,11789,0.0899999999999999,11789_t0.09_real
train,100 50 25,11789,0.215,11789_t0.215_real
train,100 50 25,11789,0.225,11789_t0.225_real
train,100 50 25,11789,0.22,11789_t0.22_real
train,100 50 25,11789,0.2349999999999999,11789_t0.235_real
train,100 50 25,11789,0.23,11789_t0.23_real
train,100 50 25,11789,0.245,11789_t0.245_real
train,100 50 25,11789,0.255,11789_t0.255_real
train,100 50 25,11789,0.25,11789_t0.25_real
train,100 50 25,11789,0.265,11789_t0.265_real
train,100 50 25,11789,0.26,11789_t0.26_real
train,100 50 25,11789,0.2849999999999999,11789_t0.285_real
train,100 50 25,11789,0.28,11789_t0.28_real
train,100 50,11790,0.085,11790_t0.085_real
train,100 50,11790,0.215,11790_t0.215_real
train,100 50,11790,0.22,11790_t0.22_real
train,100 50,11790,0.2349999999999999,11790_t0.235_real
train,100 50,11790,0.245,11790_t0.245_real
train,100 50,11790,0.2399999999999999,11790_t0.24_real
train,100 50,11790,0.25,11790_t0.25_real
train,100 50,11790,0.265,11790_t0.265_real
train,100 50,11790,0.26,11790_t0.26_real
train,100 50,11790,0.275,11790_t0.275_real
train,100 50,11790,0.27,11790_t0.27_real
train,100 50,11790,0.28,11790_t0.28_real
train,100 50,11790,0.2949999999999999,11790_t0.295_real
train,100 50,11790,0.2999999999999999,11790_t0.3_real
train,100 50,11791,0.05,11791_t0.05_real
train,100 50,11791,0.0599999999999999,11791_t0.06_real
train,100 50,11791,0.0749999999999999,11791_t0.075_real
train,100 50,11791,0.07,11791_t0.07_real
train,100 50,11791,0.095,11791_t0.095_real
train,100 50,11791,0.105,11791_t0.105_real
train,100 50,11791,0.195,11791_t0.195_real
train,100 50,11791,0.19,11791_t0.19_real
train,100 50,11791,0.215,11791_t0.215_real
train,100 50,11791,0.225,11791_t0.225_real
train,100 50,11791,0.22,11791_t0.22_real
train,100 50,11791,0.245,11791_t0.245_real
train,100 50,11791,0.2399999999999999,11791_t0.24_real
train,100 50,11791,0.255,11791_t0.255_real
train,100 50,11791,0.25,11791_t0.25_real
train,100 50,11791,0.28,11791_t0.28_real
train,100 50,11791,0.2949999999999999,11791_t0.295_real
train,100,11794,0.085,11794_t0.085_real
train,100,11794,0.095,11794_t0.095_real
train,100,11794,0.0899999999999999,11794_t0.09_real
train,100,11794,0.105,11794_t0.105_real
train,100,11794,0.1,11794_t0.1_real
train,100,11794,0.215,11794_t0.215_real
train,100,11794,0.2099999999999999,11794_t0.21_real
train,100,11794,0.225,11794_t0.225_real
train,100,11794,0.22,11794_t0.22_real
train,100,11794,0.2349999999999999,11794_t0.235_real
train,100,11794,0.23,11794_t0.23_real
train,100,11794,0.245,11794_t0.245_real
train,100,11794,0.255,11794_t0.255_real
train,100,11794,0.25,11794_t0.25_real
train,100,11794,0.26,11794_t0.26_real
train,100,11794,0.275,11794_t0.275_real
train,100,11794,0.27,11794_t0.27_real
train,100,11794,0.2849999999999999,11794_t0.285_real
train,100,11794,0.28,11794_t0.28_real
train,100,11794,0.2949999999999999,11794_t0.295_real
train,100,11794,0.2899999999999999,11794_t0.29_real
train,100,11794,0.2999999999999999,11794_t0.3_real
train,100 50 25 10,11795,0.0449999999999999,11795_t0.045_real
train,100 50 25 10,11795,0.055,11795_t0.055_real
train,100 50 25 10,11795,0.05,11795_t0.05_real
train,100 50 25 10,11795,0.07,11795_t0.07_real
train,100 50 25 10,11795,0.0899999999999999,11795_t0.09_real
train,100 50 25 10,11795,0.105,11795_t0.105_real
train,100 50 25 10,11795,0.1,11795_t0.1_real
train,100 50 25 10,11795,0.215,11795_t0.215_real
train,100 50 25 10,11795,0.225,11795_t0.225_real
train,100 50 25 10,11795,0.22,11795_t0.22_real
train,100 50 25 10,11795,0.2349999999999999,11795_t0.235_real
train,100 50 25 10,11795,0.23,11795_t0.23_real
train,100 50 25 10,11795,0.245,11795_t0.245_real
train,100 50 25 10,11795,0.2399999999999999,11795_t0.24_real
train,100 50 25 10,11795,0.255,11795_t0.255_real
train,100 50 25 10,11795,0.25,11795_t0.25_real
train,100 50 25 10,11795,0.26,11795_t0.26_real
train,100 50 25 10,11795,0.275,11795_t0.275_real
train,100 50 25 10,11795,0.27,11795_t0.27_real
train,100 50 25 10,11795,0.2849999999999999,11795_t0.285_real
train,100 50 25 10,11795,0.28,11795_t0.28_real
train,100 50 25 10,11795,0.2949999999999999,11795_t0.295_real
train,100 50 25,11796,0.105,11796_t0.105_real
train,100 50 25,11796,0.1,11796_t0.1_real
train,100 50 25,11796,0.215,11796_t0.215_real
train,100 50 25,11796,0.2099999999999999,11796_t0.21_real
train,100 50 25,11796,0.225,11796_t0.225_real
train,100 50 25,11796,0.2349999999999999,11796_t0.235_real
train,100 50 25,11796,0.23,11796_t0.23_real
train,100 50 25,11796,0.245,11796_t0.245_real
train,100 50 25,11796,0.2399999999999999,11796_t0.24_real
train,100 50 25,11796,0.255,11796_t0.255_real
train,100 50 25,11796,0.25,11796_t0.25_real
train,100 50 25,11796,0.265,11796_t0.265_real
train,100 50 25,11796,0.26,11796_t0.26_real
train,100 50 25,11796,0.275,11796_t0.275_real
train,100 50 25,11796,0.27,11796_t0.27_real
train,100 50 25,11796,0.2849999999999999,11796_t0.285_real
train,100 50 25,11796,0.28,11796_t0.28_real
train,100 50 25,11796,0.2949999999999999,11796_t0.295_real
train,100 50 25,11796,0.2899999999999999,11796_t0.29_real
train,100 50 25,11796,0.3049999999999999,11796_t0.305_real
train,100 50 25,11796,0.2999999999999999,11796_t0.3_real
train,100 50,11797,0.095,11797_t0.095_real
train,100 50,11797,0.2049999999999999,11797_t0.205_real
train,100 50,11797,0.215,11797_t0.215_real
train,100 50,11797,0.2099999999999999,11797_t0.21_real
train,100 50,11797,0.225,11797_t0.225_real
train,100 50,11797,0.22,11797_t0.22_real
train,100 50,11797,0.23,11797_t0.23_real
train,100 50,11797,0.245,11797_t0.245_real
train,100 50,11797,0.2399999999999999,11797_t0.24_real
train,100 50,11797,0.255,11797_t0.255_real
train,100 50,11797,0.25,11797_t0.25_real
train,100 50,11797,0.26,11797_t0.26_real
train,100 50,11797,0.275,11797_t0.275_real
train,100 50,11797,0.27,11797_t0.27_real
train,100 50,11797,0.2849999999999999,11797_t0.285_real
train,100 50,11797,0.28,11797_t0.28_real
train,100 50,11797,0.2899999999999999,11797_t0.29_real
train,100 50,11797,0.2999999999999999,11797_t0.3_real
train,100 50 25 10,11798,0.065,11798_t0.065_real
train,100 50 25 10,11798,0.0599999999999999,11798_t0.06_real
train,100 50 25 10,11798,0.0749999999999999,11798_t0.075_real
train,100 50 25 10,11798,0.07,11798_t0.07_real
train,100 50 25 10,11798,0.085,11798_t0.085_real
train,100 50 25 10,11798,0.08,11798_t0.08_real
train,100 50 25 10,11798,0.0899999999999999,11798_t0.09_real
train,100 50 25 10,11798,0.105,11798_t0.105_real
train,100 50 25 10,11798,0.1449999999999999,11798_t0.145_real
train,100 50 25 10,11798,0.155,11798_t0.155_real
train,100 50 25 10,11798,0.1499999999999999,11798_t0.15_real
train,100 50 25 10,11798,0.215,11798_t0.215_real
train,100 50 25 10,11798,0.22,11798_t0.22_real
train,100 50 25 10,11798,0.23,11798_t0.23_real
train,100 50 25 10,11798,0.245,11798_t0.245_real
train,100 50 25 10,11798,0.265,11798_t0.265_real
train,100 50 25 10,11798,0.275,11798_t0.275_real
train,100 50 25 10,11798,0.2849999999999999,11798_t0.285_real
train,100 50 25 10,11798,0.28,11798_t0.28_real
train,100 50 25 10,11798,0.2949999999999999,11798_t0.295_real
train,100 50 25 10,11798,0.2899999999999999,11798_t0.29_real
train,100 50 25 10,11798,0.2999999999999999,11798_t0.3_real
train,100,11799,0.04,11799_t0.04_real
train,100,11799,0.0599999999999999,11799_t0.06_real
train,100,11799,0.07,11799_t0.07_real
train,100,11799,0.115,11799_t0.115_real
train,100,11799,0.125,11799_t0.125_real
train,100,11799,0.215,11799_t0.215_real
train,100,11799,0.225,11799_t0.225_real
train,100,11799,0.22,11799_t0.22_real
train,100,11799,0.2349999999999999,11799_t0.235_real
train,100,11799,0.23,11799_t0.23_real
train,100,11799,0.245,11799_t0.245_real
train,100,11799,0.2399999999999999,11799_t0.24_real
train,100,11799,0.255,11799_t0.255_real
train,100,11799,0.25,11799_t0.25_real
train,100,11799,0.265,11799_t0.265_real
train,100,11799,0.26,11799_t0.26_real
train,100,11799,0.2849999999999999,11799_t0.285_real
train,100,11799,0.2949999999999999,11799_t0.295_real
train,100,11799,0.2899999999999999,11799_t0.29_real
train,100,11799,0.3049999999999999,11799_t0.305_real
train,100,11799,0.31,11799_t0.31_real
train,100,11799,0.2999999999999999,11799_t0.3_real
train,100 50 25 10 5 1,11802,0.2349999999999999,11802_t0.235_real
train,100 50 25 10 5 1,11802,0.23,11802_t0.23_real
train,100 50 25 10 5 1,11802,0.245,11802_t0.245_real
train,100 50 25 10 5 1,11802,0.2399999999999999,11802_t0.24_real
train,100 50 25 10 5 1,11802,0.255,11802_t0.255_real
train,100 50 25 10 5 1,11802,0.25,11802_t0.25_real
train,100 50 25 10 5 1,11802,0.265,11802_t0.265_real
train,100 50 25 10 5 1,11802,0.26,11802_t0.26_real
train,100 50 25 10 5 1,11802,0.275,11802_t0.275_real
train,100 50 25 10 5 1,11802,0.27,11802_t0.27_real
train,100 50 25 10 5 1,11802,0.2849999999999999,11802_t0.285_real
train,100 50 25 10 5 1,11802,0.2949999999999999,11802_t0.295_real
train,100 50 25 10 5 1,11802,0.2899999999999999,11802_t0.29_real
train,100 50 25 10 5 1,11802,0.2999999999999999,11802_t0.3_real
train,100,11804,0.085,11804_t0.085_real
train,100,11804,0.115,11804_t0.115_real
train,100,11804,0.27,11804_t0.27_real
train,100,11804,0.2949999999999999,11804_t0.295_real
train,100,11804,0.2999999999999999,11804_t0.3_real
train,100,11805,0.055,11805_t0.055_real
train,100,11805,0.05,11805_t0.05_real
train,100,11805,0.065,11805_t0.065_real
train,100,11805,0.0749999999999999,11805_t0.075_real
train,100,11805,0.07,11805_t0.07_real
train,100,11805,0.085,11805_t0.085_real
train,100,11805,0.08,11805_t0.08_real
train,100,11805,0.095,11805_t0.095_real
train,100,11805,0.0899999999999999,11805_t0.09_real
train,100,11805,0.1449999999999999,11805_t0.145_real
train,100,11805,0.225,11805_t0.225_real
train,100,11805,0.265,11805_t0.265_real
train,100,11805,0.2849999999999999,11805_t0.285_real
train,100,11805,0.28,11805_t0.28_real
train,100,11805,0.2949999999999999,11805_t0.295_real
train,100,11805,0.2899999999999999,11805_t0.29_real
train,100,11805,0.3049999999999999,11805_t0.305_real
train,100,11805,0.315,11805_t0.315_real
train,100,11805,0.31,11805_t0.31_real
train,100,11805,0.2999999999999999,11805_t0.3_real
train,100,11806,0.05,11806_t0.05_real
train,100,11806,0.0749999999999999,11806_t0.075_real
train,100,11806,0.1449999999999999,11806_t0.145_real
train,100,11806,0.155,11806_t0.155_real
train,100,11806,0.1499999999999999,11806_t0.15_real
train,100,11806,0.22,11806_t0.22_real
train,100,11806,0.2849999999999999,11806_t0.285_real
train,100,11806,0.2949999999999999,11806_t0.295_real
train,100,11806,0.2899999999999999,11806_t0.29_real
train,100,11806,0.2,11806_t0.2_real
train,100,11806,0.3049999999999999,11806_t0.305_real
train,100,11806,0.2999999999999999,11806_t0.3_real
train,100,11807,0.055,11807_t0.055_real
train,100,11807,0.05,11807_t0.05_real
train,100,11807,0.0749999999999999,11807_t0.075_real
train,100,11807,0.155,11807_t0.155_real
train,100,11807,0.1499999999999999,11807_t0.15_real
train,100,11807,0.185,11807_t0.185_real
train,100,11807,0.195,11807_t0.195_real
train,100,11807,0.255,11807_t0.255_real
train,100,11807,0.25,11807_t0.25_real
train,100,11807,0.265,11807_t0.265_real
train,100,11807,0.275,11807_t0.275_real
train,100,11807,0.27,11807_t0.27_real
train,100,11807,0.2849999999999999,11807_t0.285_real
train,100,11807,0.2949999999999999,11807_t0.295_real
train,100,11807,0.2899999999999999,11807_t0.29_real
train,100,11807,0.3049999999999999,11807_t0.305_real
train,100,11807,0.2999999999999999,11807_t0.3_real
train,100 50,11808,0.055,11808_t0.055_real
train,100 50,11808,0.05,11808_t0.05_real
train,100 50,11808,0.0599999999999999,11808_t0.06_real
train,100 50,11808,0.0749999999999999,11808_t0.075_real
train,100 50,11808,0.085,11808_t0.085_real
train,100 50,11808,0.08,11808_t0.08_real
train,100 50,11808,0.0899999999999999,11808_t0.09_real
train,100 50,11808,0.1449999999999999,11808_t0.145_real
train,100 50,11808,0.155,11808_t0.155_real
train,100 50,11808,0.1499999999999999,11808_t0.15_real
train,100 50,11808,0.22,11808_t0.22_real
train,100 50,11808,0.2349999999999999,11808_t0.235_real
train,100 50,11808,0.245,11808_t0.245_real
train,100 50,11808,0.25,11808_t0.25_real
train,100 50,11808,0.275,11808_t0.275_real
train,100 50,11808,0.28,11808_t0.28_real
train,100 50,11808,0.335,11808_t0.335_real
train,100,11809,0.05,11809_t0.05_real
train,100,11809,0.0749999999999999,11809_t0.075_real
train,100,11809,0.085,11809_t0.085_real
train,100,11809,0.08,11809_t0.08_real
train,100,11809,0.095,11809_t0.095_real
train,100,11809,0.0899999999999999,11809_t0.09_real
train,100,11809,0.1,11809_t0.1_real
train,100,11809,0.245,11809_t0.245_real
train,100,11809,0.315,11809_t0.315_real
train,100,11809,0.32,11809_t0.32_real
train,100,11809,0.335,11809_t0.335_real
train,100,11809,0.33,11809_t0.33_real
train,100,11809,0.34,11809_t0.34_real
train,100,11810,0.0449999999999999,11810_t0.045_real
train,100,11810,0.04,11810_t0.04_real
train,100,11810,0.055,11810_t0.055_real
train,100,11810,0.05,11810_t0.05_real
train,100,11810,0.065,11810_t0.065_real
train,100,11810,0.0599999999999999,11810_t0.06_real
train,100,11810,0.0749999999999999,11810_t0.075_real
train,100,11810,0.07,11810_t0.07_real
train,100,11810,0.085,11810_t0.085_real
train,100,11810,0.08,11810_t0.08_real
train,100,11810,0.0899999999999999,11810_t0.09_real
train,100,11810,0.155,11810_t0.155_real
train,100,11810,0.195,11810_t0.195_real
train,100,11810,0.2099999999999999,11810_t0.21_real
train,100,11810,0.225,11810_t0.225_real
train,100,11810,0.23,11810_t0.23_real
train,100,11810,0.275,11810_t0.275_real
train,100,11810,0.27,11810_t0.27_real
train,100,11810,0.2849999999999999,11810_t0.285_real
train,100,11810,0.28,11810_t0.28_real
train,100,11810,0.2949999999999999,11810_t0.295_real
train,100,11810,0.2899999999999999,11810_t0.29_real
train,100,11810,0.3049999999999999,11810_t0.305_real
train,100,11810,0.315,11810_t0.315_real
train,100,11810,0.32,11810_t0.32_real
train,100,11810,0.33,11810_t0.33_real
train,100,11810,0.2999999999999999,11810_t0.3_real
train,100,11811,0.04,11811_t0.04_real
train,100,11811,0.055,11811_t0.055_real
train,100,11811,0.05,11811_t0.05_real
train,100,11811,0.065,11811_t0.065_real
train,100,11811,0.0749999999999999,11811_t0.075_real
train,100,11811,0.07,11811_t0.07_real
train,100,11811,0.085,11811_t0.085_real
train,100,11811,0.08,11811_t0.08_real
train,100,11811,0.155,11811_t0.155_real
train,100,11811,0.185,11811_t0.185_real
train,100,11811,0.1799999999999999,11811_t0.18_real
train,100,11811,0.195,11811_t0.195_real
train,100,11811,0.19,11811_t0.19_real
train,100,11811,0.2099999999999999,11811_t0.21_real
train,100,11811,0.22,11811_t0.22_real
train,100,11811,0.23,11811_t0.23_real
train,100,11811,0.2,11811_t0.2_real
train,100,11811,0.3049999999999999,11811_t0.305_real
train,100,11811,0.315,11811_t0.315_real
train,100,11811,0.31,11811_t0.31_real
train,100,11811,0.325,11811_t0.325_real
train,100,11811,0.32,11811_t0.32_real
train,100,11811,0.335,11811_t0.335_real
train,100,11811,0.33,11811_t0.33_real
train,100,11811,0.34,11811_t0.34_real
train,100 50 25,11812,0.0449999999999999,11812_t0.045_real
train,100 50 25,11812,0.055,11812_t0.055_real
train,100 50 25,11812,0.05,11812_t0.05_real
train,100 50 25,11812,0.065,11812_t0.065_real
train,100 50 25,11812,0.0599999999999999,11812_t0.06_real
train,100 50 25,11812,0.0749999999999999,11812_t0.075_real
train,100 50 25,11812,0.07,11812_t0.07_real
train,100 50 25,11812,0.085,11812_t0.085_real
train,100 50 25,11812,0.08,11812_t0.08_real
train,100 50 25,11812,0.155,11812_t0.155_real
train,100 50 25,11812,0.1499999999999999,11812_t0.15_real
train,100 50 25,11812,0.19,11812_t0.19_real
train,100 50 25,11812,0.2099999999999999,11812_t0.21_real
train,100 50 25,11812,0.22,11812_t0.22_real
train,100 50 25,11812,0.2349999999999999,11812_t0.235_real
train,100 50 25,11812,0.23,11812_t0.23_real
train,100 50 25,11812,0.245,11812_t0.245_real
train,100 50 25,11812,0.275,11812_t0.275_real
train,100 50 25,11812,0.27,11812_t0.27_real
train,100 50 25,11812,0.2849999999999999,11812_t0.285_real
train,100 50 25,11812,0.28,11812_t0.28_real
train,100 50 25,11812,0.2949999999999999,11812_t0.295_real
train,100 50 25,11812,0.2899999999999999,11812_t0.29_real
train,100 50 25,11812,0.2,11812_t0.2_real
train,100 50 25,11812,0.315,11812_t0.315_real
train,100 50 25,11812,0.31,11812_t0.31_real
train,100 50 25,11812,0.325,11812_t0.325_real
train,100 50 25,11812,0.32,11812_t0.32_real
train,100 50 25,11812,0.335,11812_t0.335_real
train,100 50 25,11812,0.33,11812_t0.33_real
train,100 50 25,11812,0.34,11812_t0.34_real
train,100 50 25,11812,0.2999999999999999,11812_t0.3_real
train,100 50 25 10 5,11816,0.0449999999999999,11816_t0.045_real
train,100 50 25 10 5,11816,0.055,11816_t0.055_real
train,100 50 25 10 5,11816,0.0599999999999999,11816_t0.06_real
train,100 50 25 10 5,11816,0.0749999999999999,11816_t0.075_real
train,100 50 25 10 5,11816,0.085,11816_t0.085_real
train,100 50 25 10 5,11816,0.08,11816_t0.08_real
train,100 50 25 10 5,11816,0.0899999999999999,11816_t0.09_real
train,100 50 25 10 5,11816,0.155,11816_t0.155_real
train,100 50 25 10 5,11816,0.1499999999999999,11816_t0.15_real
train,100 50 25 10 5,11816,0.19,11816_t0.19_real
train,100 50 25 10 5,11816,0.2099999999999999,11816_t0.21_real
train,100 50 25 10 5,11816,0.22,11816_t0.22_real
train,100 50 25 10 5,11816,0.23,11816_t0.23_real
train,100 50 25 10 5,11816,0.245,11816_t0.245_real
train,100 50 25 10 5,11816,0.2399999999999999,11816_t0.24_real
train,100 50 25 10 5,11816,0.25,11816_t0.25_real
train,100 50 25 10 5,11816,0.275,11816_t0.275_real
train,100 50 25 10 5,11816,0.27,11816_t0.27_real
train,100 50 25 10 5,11816,0.2849999999999999,11816_t0.285_real
train,100 50 25 10 5,11816,0.28,11816_t0.28_real
train,100 50 25 10 5,11816,0.2949999999999999,11816_t0.295_real
train,100 50 25 10 5,11816,0.2899999999999999,11816_t0.29_real
train,100 50 25 10 5,11816,0.2,11816_t0.2_real
train,100 50 25 10 5,11816,0.3049999999999999,11816_t0.305_real
train,100 50 25 10 5,11816,0.315,11816_t0.315_real
